City,Country,Latitude,Longitude,complete_years,uncertainty_max_months,variability_max_months,exact_match,circular_distance,uncertainty_tie,variability_tie,split
Zabrze,Poland,50.63N,19.01E,97,1,1,True,0,False,False,development
Zagreb,Croatia,45.81N,15.00E,97,1,1,True,0,False,False,development
Zalantun,China,47.42N,121.97E,29,1,1,True,0,False,False,development
Zanjan,Iran,36.17N,47.73E,27,12,12,True,0,False,False,development
Zaragoza,Spain,40.99N,0.00W,97,1,1,True,0,False,False,development
Zhangjiakou,China,40.99N,115.03E,28,2,12,False,2,False,False,development
Zhukovskiy,Russia,55.45N,36.85E,97,1,12,False,1,False,False,development
Zhuozhou,China,39.38N,116.53E,27,2,12,False,2,False,False,development
Zoetermeer,Netherlands,52.24N,5.26E,97,1,1,True,0,False,False,development
Zonguldak,Turkey,40.99N,31.95E,96,1,12,False,1,False,False,development
Zurich,Switzerland,47.42N,8.29E,97,2,1,False,1,False,False,development
Århus,Denmark,57.05N,10.33E,97,1,1,True,0,False,False,development
Öskemen,Kazakhstan,50.63N,82.39E,29,12,1,False,1,False,False,development
Ürümqi,China,44.20N,87.20E,28,1,1,True,0,False,False,development
