City,Country,Latitude,Longitude,complete_years,uncertainty_max_months,variability_max_months,exact_match,circular_distance,uncertainty_tie,variability_tie,split
Tolyatti,Russia,53.84N,50.45E,95,1,12,False,1,False,False,confirmation
Tomsk,Russia,57.05N,84.10E,29,1,1,True,0,False,False,confirmation
Tongliao,China,44.20N,122.98E,28,2,1,False,1,False,False,confirmation
Topeka,United States,39.38N,95.72W,46,1,2,False,1,False,False,confirmation
Toulon,France,42.59N,6.55E,97,1,1,True,0,False,False,confirmation
Toulouse,France,44.20N,2.24E,97,1,1,True,0,False,False,confirmation
Toungoo,Burma,18.48N,96.34E,40,1,12,False,1,False,False,confirmation
Trabzon,Turkey,40.99N,40.47E,60,2,12,False,2,False,False,confirmation
Trier,Germany,49.03N,7.35E,97,1,1,True,0,False,False,confirmation
Trieste,Italy,45.81N,12.69E,97,1,1,True,0,False,False,confirmation
Tripoli,Libya,32.95N,12.45E,97,1,1,True,0,False,False,confirmation
Trondheim,Norway,63.49N,9.00E,97,1,2,False,1,False,False,confirmation
Tubruq,Libya,31.35N,24.50E,56,1,3,False,2,False,False,confirmation
Tumkur,India,13.66N,76.79E,43,1,7,False,6,False,False,confirmation
Tungi,Bangladesh,23.31N,90.00E,43,1,1,True,0,False,False,confirmation
Tunis,Tunisia,36.17N,9.94E,97,1,1,True,0,False,False,confirmation
Turgutlu,Turkey,37.78N,28.47E,95,1,1,True,0,False,False,confirmation
Turhal,Turkey,40.99N,36.21E,74,2,12,False,2,False,False,confirmation
Turku,Finland,60.27N,22.70E,97,1,1,True,0,False,False,confirmation
Tuzla,Bosnia And Herzegovina,44.20N,17.89E,97,1,1,True,0,False,False,confirmation
Ukhta,Russia,63.49N,52.20E,95,12,12,True,0,False,False,confirmation
Ulaanbaatar,Mongolia,47.42N,107.76E,28,1,1,True,0,False,False,confirmation
Ulhasnagar,India,18.48N,72.68E,43,1,1,True,0,False,False,confirmation
Ulm,Germany,49.03N,9.80E,97,2,1,False,1,False,False,confirmation
Uppsala,Sweden,60.27N,16.22E,97,1,2,False,1,False,False,confirmation
Urfa,Turkey,37.78N,38.64E,44,12,12,True,0,False,False,confirmation
Utrecht,Netherlands,52.24N,5.26E,97,1,1,True,0,False,False,confirmation
Uzhhorod,Ukraine,49.03N,22.04E,97,1,1,True,0,False,False,confirmation
Valladolid,Spain,40.99N,4.26W,97,1,1,True,0,False,False,confirmation
Van,Turkey,37.78N,42.71E,40,12,12,True,0,False,False,confirmation
Vanadzor,Armenia,40.99N,44.73E,49,1,12,False,1,False,False,confirmation
Varamin,Iran,36.17N,51.71E,22,1,12,False,1,False,False,confirmation
Varanasi,India,24.92N,83.35E,43,1,1,True,0,False,False,confirmation
Varna,Bulgaria,42.59N,28.36E,97,1,12,False,1,False,False,confirmation
Vejalpur,India,23.31N,74.27E,43,1,1,True,0,False,False,confirmation
Verona,Italy,45.81N,10.38E,97,1,1,True,0,False,False,confirmation
Vienna,Austria,49.03N,17.14E,97,1,1,True,0,False,False,confirmation
Villeurbanne,France,45.81N,5.77E,97,1,1,True,0,False,False,confirmation
Vilnius,Lithuania,55.45N,25.51E,97,1,1,True,0,False,False,confirmation
Virginia Beach,United States,36.17N,75.58W,81,1,2,False,1,False,False,confirmation
Visakhapatnam,India,18.48N,82.82E,43,2,1,False,1,False,False,confirmation
Vladikavkaz,Russia,42.59N,43.64E,49,12,12,True,0,False,False,confirmation
Vladimir,Russia,55.45N,39.69E,97,1,12,False,1,False,False,confirmation
Volgodonsk,Russia,47.42N,41.45E,95,1,12,False,1,False,False,confirmation
Volzhskiy,Russia,49.03N,44.08E,95,2,12,False,2,False,False,confirmation
Västerås,Sweden,60.27N,16.22E,97,1,2,False,1,False,False,confirmation
Waco,United States,31.35N,98.01W,30,1,2,False,1,False,False,confirmation
Wahran,Algeria,36.17N,0.00W,97,1,1,True,0,False,False,confirmation
Warangal,India,18.48N,79.44E,43,2,1,False,1,False,False,confirmation
Wardha,India,20.09N,78.48E,43,1,1,True,0,False,False,confirmation
Warqla,Algeria,31.35N,5.65E,97,1,1,True,0,False,False,confirmation
Warren,United States,42.59N,82.91W,83,1,2,False,1,False,False,confirmation
Warsaw,Poland,52.24N,21.02E,97,1,1,True,0,False,False,confirmation
Washington,United States,39.38N,76.99W,81,1,2,False,1,False,False,confirmation
Watford,United Kingdom,52.24N,0.00W,97,1,1,True,0,False,False,confirmation
West Bromwich,United Kingdom,52.24N,2.63W,97,2,1,False,1,False,False,confirmation
Wichita,United States,37.78N,97.63W,35,12,2,False,2,False,False,confirmation
Wichita Falls,United States,34.56N,99.24W,30,2,2,True,0,False,False,confirmation
Windsor,United States,42.59N,82.91W,83,1,2,False,1,False,False,confirmation
Winston Salem,United States,36.17N,79.56W,81,1,2,False,1,False,False,confirmation
Witten,Germany,52.24N,7.88E,97,1,1,True,0,False,False,confirmation
Wolfsburg,Germany,52.24N,10.51E,97,1,1,True,0,False,False,confirmation
Worcester,United Kingdom,52.24N,2.63W,97,2,1,False,1,False,False,confirmation
Wroclaw,Poland,50.63N,16.48E,97,1,1,True,0,False,False,confirmation
Wulanhaote,China,45.81N,121.15E,29,2,1,False,1,False,False,confirmation
Xining,China,36.17N,101.44E,21,2,12,False,2,False,False,confirmation
Xinzhou,China,37.78N,111.86E,27,2,12,False,2,False,False,confirmation
Yanan,China,36.17N,109.39E,22,2,12,False,2,False,False,confirmation
Yelets,Russia,52.24N,39.42E,97,1,12,False,1,False,False,confirmation
Yichun,China,47.42N,129.08E,29,1,1,True,0,False,False,confirmation
Yining,China,44.20N,80.50E,26,12,1,False,1,False,False,confirmation
Yonkers,United States,40.99N,74.56W,81,1,2,False,1,False,False,confirmation
Zaporizhzhya,Ukraine,47.42N,34.34E,97,1,12,False,1,False,False,confirmation
Zelenodolsk,Russia,55.45N,48.19E,95,1,12,False,1,False,False,confirmation
Zelenograd,Russia,55.45N,36.85E,97,1,12,False,1,False,False,confirmation
Zenica,Bosnia And Herzegovina,44.20N,17.89E,97,1,1,True,0,False,False,confirmation
Zhaodong,China,45.81N,125.77E,29,1,1,True,0,False,False,confirmation
Zhezkazgan,Kazakhstan,47.42N,67.50E,32,2,12,False,2,False,False,confirmation
Zhytomyr,Ukraine,50.63N,29.15E,97,1,12,False,1,False,False,confirmation
Zielona Gora,Poland,52.24N,15.77E,97,1,1,True,0,False,False,confirmation
Zlatoust,Russia,55.45N,59.53E,49,1,12,False,1,False,False,confirmation
Zuwarah,Libya,32.95N,12.45E,97,1,1,True,0,False,False,confirmation
Zwolle,Netherlands,52.24N,5.26E,97,1,1,True,0,False,False,confirmation
Çorlu,Turkey,40.99N,27.69E,97,1,12,False,1,False,False,confirmation
Çorum,Turkey,40.99N,34.08E,95,1,12,False,1,False,False,confirmation
